feature_variant,included_groups,feature_count,architecture,model_seed,split,frozen_contract_only,detection_precision,detection_recall,detection_f1,event_macro_f1_all_labels,event_weighted_f1_all_labels,event_macro_f1_abnormal,event_weighted_f1_abnormal,normal_minutes,false_positive_samples,false_positive_fraction,false_alarm_episodes,false_alarm_episodes_per_min,event_scenarios,detected_event_scenarios,scenario_detection_rate,delay_mean_s,delay_median_s,delay_p95_s,physical_n,physical_top1,physical_top3,physical_prediction_coverage,physical_electrical_distance_conditional,physical_electrical_distance_penalized,integrity_n,integrity_top1,integrity_top3,integrity_prediction_coverage,integrity_electrical_distance_conditional,integrity_electrical_distance_penalized,validation_selected,frozen_trajectories_only,derivation_version
all_frozen_derived_minus_adaptive_residual,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale"", ""graph_temporal""]",400,typed,11,validation,False,0.992183560262229,0.9519777428329504,0.9716649175875054,0.7751743737124249,0.9323338779747408,0.7521840461616454,0.8577614389256966,7.1509094444444425,62,0.0048021067306947,17,2.377319994341047,137,129,0.9416058394160584,0.0272162790697675,0.0001000000000002,0.133433333333333,7915,0.5689197725837019,0.6986734049273531,0.9495893872394188,0.0126949473784931,0.0182622969917515,2212,0.7626582278481012,0.7997287522603979,0.8015370705244123,0.0003846698005512,0.0247460555454,False,True,causal_v2_no_backward_fill
all_frozen_derived_minus_adaptive_residual,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale"", ""graph_temporal""]",400,typed,11,test,False,0.9911883182275932,0.9524615942905528,0.9714391462587132,0.7910115863693965,0.948882770523791,0.7700323399436386,0.9008895558797976,7.1509094444444425,70,0.0054217334056231,16,2.2374776417327498,137,129,0.9416058394160584,0.0274754521963825,0.0001000000000002,0.133433333333333,7915,0.5815540113708149,0.7154769425142136,0.9495893872394188,0.0122570774535354,0.0178465003580204,2212,0.8526220614828209,0.8594032549728752,0.8616636528028933,0.0003840028724071,0.0173649243763725,False,True,causal_v2_no_backward_fill
all_frozen_derived_minus_adaptive_residual,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale"", ""graph_temporal""]",400,typed,29,validation,False,0.9950501332656428,0.9483488569009314,0.9711383624427102,0.7754042809765644,0.9334309588285682,0.7518732515953788,0.8595681430367867,7.1509094444444425,39,0.0030206800402757,21,2.9366894047742345,137,129,0.9416058394160584,0.0334178294573644,0.0001000000000002,0.1667666666666662,7915,0.5792798483891346,0.7095388502842703,0.9480732785849652,0.0118408549433479,0.0176199938626618,2212,0.7825497287522604,0.8087703435804702,0.8110307414104883,0.0004405646843198,0.023626036987905,False,True,causal_v2_no_backward_fill
all_frozen_derived_minus_adaptive_residual,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale"", ""graph_temporal""]",400,typed,29,test,False,0.9934143870314084,0.948832708358534,0.9706118913568026,0.7968875026089803,0.950562343274152,0.7761898117866526,0.9047885616884144,7.1509094444444425,52,0.0040275733870343,16,2.2374776417327498,137,129,0.9416058394160584,0.0347113695090439,0.0001000000000002,0.1534333333333328,7915,0.5781427668982944,0.7137081490840177,0.9480732785849652,0.0112584737840857,0.0170678538476139,2212,0.870253164556962,0.8729656419529838,0.8747739602169982,0.0002414336818135,0.0156309055425623,False,True,causal_v2_no_backward_fill
all_frozen_derived_minus_adaptive_residual,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale"", ""graph_temporal""]",400,typed,47,validation,False,0.9827714427367378,0.9591145518325874,0.9707988980716252,0.7861226054235367,0.9308543556483956,0.7670057848835913,0.8597124133271662,7.1509094444444425,139,0.0107660134768801,33,4.614797636073797,137,133,0.9708029197080292,0.033912030075188,0.0001000000000002,0.133433333333333,7915,0.572962728995578,0.7094125078963992,0.9513581806696146,0.0122034900777188,0.0175993994677448,2212,0.7716998191681737,0.8019891500904159,0.8033453887884268,0.0005324825989492,0.0246428286512981,False,True,causal_v2_no_backward_fill
all_frozen_derived_minus_adaptive_residual,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale"", ""graph_temporal""]",400,typed,47,test,False,0.9841250155029144,0.9598403290189912,0.971830985915493,0.8042060123466047,0.9468701918100306,0.7874957197680326,0.8990703433974555,7.1509094444444425,128,0.0099140267988536,26,3.635901167815719,137,133,0.9708029197080292,0.0306546365914787,0.0001000000000002,0.146766666666666,7915,0.575868603916614,0.697536323436513,0.9516108654453568,0.0123252514345547,0.0176872381997712,2212,0.846745027124774,0.8517179023508138,0.8553345388788427,0.0004370745622461,0.0181872233311386,False,True,causal_v2_no_backward_fill
all_frozen_derived_minus_graph_temporal,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale"", ""adaptive_residual""]",400,typed,11,validation,False,0.9974817426340972,0.958267811781783,0.9774816459991362,0.7883269407338864,0.9409835460257931,0.7649456210661405,0.8718173605742354,7.1509094444444425,20,0.0015490666873208,15,2.097635289124453,137,129,0.9416058394160584,0.0145547803617572,0.0001000000000002,0.0867666666666663,7915,0.5454200884396715,0.6854074542008844,0.963234365129501,0.0148164159214955,0.0187988166218953,2212,0.7920433996383364,0.8227848101265823,0.8268535262206148,0.0004859922259249,0.0217222316127216,False,True,causal_v2_no_backward_fill
all_frozen_derived_minus_graph_temporal,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale"", ""adaptive_residual""]",400,typed,11,test,False,0.9981072555205048,0.9568162574089756,0.9770256916996048,0.8043604166633551,0.9546922071290856,0.7829163688091487,0.9070388730303084,7.1509094444444425,15,0.0011618000154906,12,1.6781082312995623,137,129,0.9416058394160584,0.0153299741602068,0.0001000000000002,0.0667666666666666,7915,0.5489576753000631,0.6913455464308276,0.9620972836386608,0.0153289604171663,0.0194151013208952,2212,0.8539783001808319,0.8621157323688969,0.8657323688969258,0.000499049618545,0.0169650852006767,False,True,causal_v2_no_backward_fill
all_frozen_derived_minus_graph_temporal,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale"", ""adaptive_residual""]",400,typed,29,validation,False,0.9957195014478156,0.9566952945445748,0.975817396668723,0.7835952336789502,0.9366342638110168,0.7603360877257141,0.8631262626796109,7.1509094444444425,34,0.0026334133684455,16,2.2374776417327498,137,129,0.9416058394160584,0.0155891472868218,0.0001000000000002,0.0867666666666663,7915,0.5647504737839545,0.6895767530006317,0.962476310802274,0.0142070959427807,0.0182944719313312,2212,0.7739602169981917,0.8065099457504521,0.8092224231464737,0.0006881834529572,0.024048286196238,False,True,causal_v2_no_backward_fill
all_frozen_derived_minus_graph_temporal,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale"", ""adaptive_residual""]",400,typed,29,test,False,0.9953324082250536,0.9543970001209628,0.9744349759170065,0.8071590207010725,0.9533909625527625,0.786854913360154,0.90753326198543,7.1509094444444425,37,0.0028657733715436,15,2.097635289124453,137,129,0.9416058394160584,0.0189490956072352,0.0001000000000002,0.1000999999999998,7915,0.548831332912192,0.6874289324068225,0.9618445988629184,0.0148704618704965,0.0190013379095527,2212,0.8571428571428571,0.8607594936708861,0.8630198915009042,0.0002876935131377,0.0171153278609974,False,True,causal_v2_no_backward_fill
all_frozen_derived_minus_graph_temporal,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale"", ""adaptive_residual""]",400,typed,47,validation,False,0.9924971864449168,0.9600822547477924,0.9760206591244466,0.7817865370518348,0.9354087466015396,0.7589716779446152,0.8614508201119354,7.1509094444444425,60,0.0046472000619626,18,2.517162346949344,137,129,0.9416058394160584,0.0129997416020673,0.0001000000000002,0.0667666666666666,7915,0.5506001263423879,0.6881869867340493,0.965129500947568,0.0148953278048142,0.018669698421843,2212,0.765370705244123,0.794755877034358,0.7965641952983725,0.0005341349572791,0.0254755361039661,False,True,causal_v2_no_backward_fill
all_frozen_derived_minus_graph_temporal,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale"", ""adaptive_residual""]",400,typed,47,test,False,0.994108060674439,0.959235514696988,0.9763605023393253,0.8088441358344567,0.9539175596352696,0.7890048225859098,0.9077139219707218,7.1509094444444425,47,0.003640306715204,15,2.097635289124453,137,129,0.9416058394160584,0.0137764857881138,0.0001000000000002,0.0667666666666666,7915,0.5580543272267846,0.691724573594441,0.9629816803537586,0.0149676530629004,0.0189718256700065,2212,0.8485533453887885,0.8571428571428571,0.8589511754068716,0.0005807523358524,0.0178668818044352,False,True,causal_v2_no_backward_fill
