family,m,method,n,mean_TVE_percent,median_TVE_percent,p95_TVE_percent,bootstrap95_low_percent,bootstrap95_high_percent,mean_angle_RMSE_deg,mean_magnitude_RMSE,mean_coverage95
M6_OPERATING_POINT,0.25,B1,20,0.04129798409949585,0.032185571210798146,0.08499560382490019,0.03081908441669403,0.05247717240081369,0.0321021868906469,0.00021164889034275906,
M6_OPERATING_POINT,0.25,B2,20,0.042086276008336594,0.032485601337073206,0.08588171065530496,0.030709349173083968,0.05393105584604699,0.03138697454038181,0.0001977143175320527,0.9840482098546615
M6_OPERATING_POINT,0.25,B2-U2,20,0.042086276008336594,0.032485601337073206,0.08588171065530496,0.03070818008112157,0.05343146962202688,0.03138697454038181,0.0001977143175320527,0.4971995746189294
M6_OPERATING_POINT,0.5,B1,20,0.05821316723112327,0.04916170229876574,0.10134960615848328,0.04808785330115822,0.06993820216364428,0.0436766408195935,0.00029759616203503476,
M6_OPERATING_POINT,0.5,B2,20,0.060175135274778975,0.05051949944046483,0.10422955499374068,0.04877129719014402,0.07228894236474534,0.044925298367688604,0.00028365991204511957,0.9451081176887628
M6_OPERATING_POINT,0.5,B2-U2,20,0.060175135274778975,0.05051949944046483,0.10422955499374068,0.049487904962427956,0.07256290521417329,0.044925298367688604,0.00028365991204511957,0.17123360510457283
M6_OPERATING_POINT,0.75,B1,20,0.07529245731024281,0.06636769946832984,0.11798637580758313,0.06491616973968697,0.0854699031449771,0.055649042852783534,0.00038439977375709166,
M6_OPERATING_POINT,0.75,B2,20,0.0782663123017927,0.068553184362497,0.12258902719397206,0.06750997099444213,0.08995365126215925,0.05846322136970518,0.00036985596939115073,0.8509039347749026
M6_OPERATING_POINT,0.75,B2-U2,20,0.0782663123017927,0.068553184362497,0.12258902719397206,0.06748043044939012,0.0902089908445258,0.05846322136970518,0.00036985596939115073,0.08725629209500177
M6_OPERATING_POINT,1.0,B1,20,0.09247175106238849,0.08365756305693654,0.13483465479240347,0.08222253349265508,0.10353386729732006,0.06781036429840041,0.00047157717438246093,
M6_OPERATING_POINT,1.0,B2,20,0.09635703164317475,0.08658495482494012,0.14095395616873396,0.08504284195287627,0.10766345806516282,0.07199903682806466,0.00045622794682890583,0.7780397022332506
M6_OPERATING_POINT,1.0,B2-U2,20,0.09635703164317475,0.08658495482494012,0.14095395616873396,0.08555529870001674,0.1079029435489333,0.07199903682806466,0.00045622794682890583,0.07667493796526055
M6_OPERATING_POINT,1.25,B1,20,0.10971874196005722,0.10098611490180526,0.1518454120703931,0.09917665820112971,0.12116425971749539,0.08008138402620978,0.0005589765756875644,
M6_OPERATING_POINT,1.25,B2,20,0.1144461418238969,0.10461417980782173,0.1593211090041051,0.10301906535273321,0.12605741418186897,0.08553198405029981,0.0005427452397731954,0.6587734845799361
M6_OPERATING_POINT,1.25,B2-U2,20,0.1144461418238969,0.10461417980782173,0.1593211090041051,0.10331893643258523,0.1265421386807131,0.08553198405029981,0.0005427452397731954,0.0684154555122297
M6_OPERATING_POINT,1.5,B1,20,0.12701284761848555,0.1183330524316869,0.16898607927021636,0.1161467913267662,0.1382239916202663,0.09242306191813178,0.0006465271515523236,
M6_OPERATING_POINT,1.5,B2,20,0.13253306372360815,0.1226405871481615,0.17768864382638339,0.1213164824569386,0.14448184958714175,0.09906165140390137,0.0006293923262143844,0.5072669266217653
M6_OPERATING_POINT,1.5,B2-U2,20,0.13253306372360815,0.1226405871481615,0.17768864382638339,0.12055389263387382,0.14517394458144212,0.09906165140390137,0.0006293923262143844,0.05845444877702941
M7_COUPLED,0.0,B1,20,0.02507320094178474,0.016357611537189072,0.06901577140927462,0.014497128785436308,0.03632997517810553,0.021938294860167386,0.00013391547165712467,
